Gene stable ID	Gene % GC content	Gene name
ENSMUSG00000114234	53.26	Gm3131
ENSMUSG00000102014	42.43	2900009J06Rik
ENSMUSG00000062785	57.29	Kcnc3
ENSMUSG00000114380	59.72	Gm47942
ENSMUSG00000114384	45.48	4930455J16Rik
ENSMUSG00000093756	41.63	Gm18594
ENSMUSG00000101860	43.51	Mindy4b-ps
ENSMUSG00000024985	46.71	Tcf7l2
ENSMUSG00000019878	38.44	Hsf2
ENSMUSG00000026510	42.56	Trp53bp2
ENSMUSG00000083705	46.62	Gm8624
ENSMUSG00000114325	55.21	Rpl13-ps2
ENSMUSG00000114808	45.62	Gm47947
ENSMUSG00000114231	44.04	Gm40968
ENSMUSG00000085336	50.97	Gm11732
ENSMUSG00000029101	49.81	Rgs12
ENSMUSG00000098008	39.89	A930001A20Rik
ENSMUSG00000110653	50.94	Gm34418
ENSMUSG00000039219	38.56	Arid4b
ENSMUSG00000069588	48.59	Gm11733
ENSMUSG00000080977	45.11	Gm13772
ENSMUSG00000098186	49.59	Gm7132
ENSMUSG00000103912	38.98	Gm33819
ENSMUSG00000115232	51.86	Gm49378
ENSMUSG00000039128	43.59	Cdc123
ENSMUSG00000085419	50.69	Gm11734
ENSMUSG00000078783	38.41	Gm9733
ENSMUSG00000042529	49.99	Kcnj12
ENSMUSG00000021838	45.94	Samd4
ENSMUSG00000043850	42.27	Clrn1
ENSMUSG00000039391	41.62	Ccdc81
ENSMUSG00000054418	46.42	2900041M22Rik
ENSMUSG00000108260	43.01	Gm3793
ENSMUSG00000028717	50.98	Tal1
ENSMUSG00000071893	38.28	Vmn1r4
ENSMUSG00000020436	35.79	Gabrg2
ENSMUSG00000108021	33.48	Gm44049
ENSMUSG00000090346	36.75	Vmn1r5
ENSMUSG00000005687	42.77	Bcas2
ENSMUSG00000043760	39.68	Pkhd1
ENSMUSG00000115701	36.09	Vmn1r6
ENSMUSG00000110560	39.57	Olfr864-ps1
ENSMUSG00000110566	38.82	Olfr865-ps1
ENSMUSG00000093696	37.82	Vmn1r7
ENSMUSG00000050803	39.18	Olfr866
ENSMUSG00000039492	51.70	Ccdc27
ENSMUSG00000005364	40.40	Il5ra
ENSMUSG00000071072	42.50	Ptges3
ENSMUSG00000110972	48.58	5830462O15Rik
ENSMUSG00002076003	16.34	
ENSMUSG00000055602	47.10	Tcp10b
ENSMUSG00000110966	48.87	Gm47255
ENSMUSG00002075513	43.28	
ENSMUSG00000108933	39.55	Gm44582
ENSMUSG00000044454	33.32	Olfr867
ENSMUSG00000108832	54.36	Gm44832
ENSMUSG00000038932	45.14	Tcfl5
ENSMUSG00000044106	32.55	Olfr868
ENSMUSG00000087815	29.41	Gm22491
ENSMUSG00000088152	40.70	Gm25572
ENSMUSG00000030374	51.84	Strn4
ENSMUSG00000098153	48.48	Gm27024
ENSMUSG00000080807	48.48	Gm13117
ENSMUSG00000059776	58.02	Rpl13-ps6
ENSMUSG00000082073	60.38	Gm13114
ENSMUSG00002075009	43.42	
ENSMUSG00000105945	47.32	Gm43570
ENSMUSG00000028716	52.21	Pdzk1ip1
ENSMUSG00000058491	35.44	Olfr869
ENSMUSG00000028156	40.55	Eif4e
ENSMUSG00000066899	37.36	Olfr870
ENSMUSG00002075678	39.87	U1
ENSMUSG00002075064	41.38	U1
ENSMUSG00000061457	39.49	Olfr871
ENSMUSG00000066897	36.68	Olfr872
ENSMUSG00000025817	42.79	Nudt5
ENSMUSG00000061208	34.59	Vmn1r8
ENSMUSG00000088236	31.25	Gm25425
ENSMUSG00000059623	32.77	Olfr39
ENSMUSG00000030199	45.58	Etv6
ENSMUSG00000049028	37.10	Olfr873
ENSMUSG00000111947	45.70	Gm47438
ENSMUSG00000019877	37.36	Serinc1
ENSMUSG00000047155	41.98	Cyp4x1
ENSMUSG00000032336	39.19	Nptn
ENSMUSG00000117147	51.28	Gm11166
ENSMUSG00000067049	48.54	Unc93a
ENSMUSG00000119205	52.94	n-R5s5
ENSMUSG00000081271	36.94	Gm14883
ENSMUSG00000037358	40.75	Dipk2b
ENSMUSG00000056718	47.02	Gm13199
ENSMUSG00000082757	46.31	Gm6923
ENSMUSG00000081654	37.76	Gm5383
ENSMUSG00000086896	45.95	Cyp4x1os
ENSMUSG00000065422	47.37	Mir221
ENSMUSG00000065471	54.43	Mir222
ENSMUSG00000095788	38.32	Sirpb1a
ENSMUSG00000073274	36.31	Gm14636
ENSMUSG00000026821	54.76	Ralgds
ENSMUSG00000091541	35.46	Vmn1r9
ENSMUSG00000081823	42.57	Cyp4a28-ps
ENSMUSG00000082889	43.02	Cyp4a29-ps1
ENSMUSG00000118615	42.61	Gm53032
ENSMUSG00000097497	39.45	Gm26652
ENSMUSG00000108214	43.90	Gm43982
ENSMUSG00000108238	42.95	Gm43984
ENSMUSG00000081138	44.93	Gm12834
ENSMUSG00000093406	44.06	Rpl48-ps1
ENSMUSG00000077277	42.99	Gm22783
ENSMUSG00000083138	43.27	Cyp4a29
ENSMUSG00000115181	31.53	Vmn1r10
ENSMUSG00000082680	44.76	Gm14885
ENSMUSG00000068149	43.21	Tex13c3
ENSMUSG00000091438	46.63	Gm17088
ENSMUSG00000092134	46.83	Gm17089
ENSMUSG00000084327	52.14	Gm14531
ENSMUSG00000019888	35.96	Mgat4c
ENSMUSG00000119214	40.19	Gm23678
ENSMUSG00000081735	39.64	Gm14530
ENSMUSG00000084186	56.94	Rpl36-ps10
ENSMUSG00000080998	49.46	Gm5384
ENSMUSG00000115236	33.17	Vmn1r11
ENSMUSG00000066071	40.31	Cyp4a12a
ENSMUSG00000037347	40.34	Chst7
ENSMUSG00000091806	53.52	Gm5258
ENSMUSG00000108263	41.09	1700051K13Rik
ENSMUSG00000101853	43.59	Gm28627
ENSMUSG00000088373	67.69	Mir1956
ENSMUSG00000107666	44.98	4933406J09Rik
ENSMUSG00000106353	52.90	Gm43726
ENSMUSG00000104095	37.60	Gm37315
ENSMUSG00000009670	38.00	Tex11
ENSMUSG00000104680	54.96	Gm9415
ENSMUSG00000089914	38.82	4930486I03Rik
ENSMUSG00000105396	47.98	Gm6057
ENSMUSG00000105126	43.39	Gm43723
ENSMUSG00000090142	45.03	Gm15795
ENSMUSG00000057981	38.32	Vmn1r12
ENSMUSG00000105838	42.33	4930425O10Rik
ENSMUSG00000070175	40.20	Gm24162
ENSMUSG00002075806	46.67	U1
ENSMUSG00000099906	43.32	Lincmd1
ENSMUSG00000117282	46.70	Gm49898
ENSMUSG00000054379	48.00	2410024N13Rik
ENSMUSG00000093728	40.33	Vmn1r-ps8
ENSMUSG00000065559	42.47	Mir206
ENSMUSG00000117051	47.60	Gm10512
ENSMUSG00000065480	56.30	Mir133b
ENSMUSG00000104976	53.98	Gm43060
ENSMUSG00000025929	39.45	Il17a
ENSMUSG00000064259	37.56	Vmn1r13
ENSMUSG00000073458	43.47	Smok2a
ENSMUSG00000095028	38.16	Sirpb1b
ENSMUSG00000010142	46.34	Tnfrsf13b
ENSMUSG00000114982	38.36	Vmn1r14
ENSMUSG00000073457	43.95	Smok2b
ENSMUSG00000026349	40.06	Ccnt2
ENSMUSG00000083190	43.01	Cyp4a30-ps
ENSMUSG00000078597	40.01	Cyp4a12b
ENSMUSG00000119115	41.51	Gm26500
ENSMUSG00000030200	45.85	Bcl2l14
ENSMUSG00000117278	52.57	Gm36684
ENSMUSG00000117239	48.81	Gpr31c
ENSMUSG00000052469	46.96	Tcp10c
ENSMUSG00000102155	38.36	Gm37468
ENSMUSG00000028152	45.93	Tspan5
ENSMUSG00000066896	38.82	Olfr18
ENSMUSG00000084415	32.98	Gm12837
ENSMUSG00000115410	61.96	2810457G06Rik
ENSMUSG00000084346	41.89	Cyp4a30b
ENSMUSG00000114996	48.95	Gm48958
ENSMUSG00000099036	46.46	Mir378c
ENSMUSG00000080912	50.63	Gm12269
ENSMUSG00000089870	48.86	Gm15562
ENSMUSG00000072589	46.05	Gm10371
ENSMUSG00000042506	48.33	Usp22
ENSMUSG00000110466	45.21	Gm45815
ENSMUSG00000045519	40.81	Zfp560
ENSMUSG00000115207	48.62	Gm49132
ENSMUSG00000115199	34.93	Vmn1r15
ENSMUSG00000080142	51.69	Gm12838
ENSMUSG00000037580	44.95	Gch1
ENSMUSG00000086724	50.10	Gm12833
ENSMUSG00000107767	44.93	Gm44448
ENSMUSG00000028715	41.46	Cyp4a14
ENSMUSG00000093520	41.49	Vmn1r-ps9
ENSMUSG00000093621	38.13	Vmn1r-ps10
ENSMUSG00000117218	50.87	Gm19283
ENSMUSG00000117092	48.72	Gm49934
ENSMUSG00000115792	35.16	Vmn1r16
ENSMUSG00000101639	49.90	Gm8597
ENSMUSG00000115644	34.53	Vmn1r17
ENSMUSG00000074269	43.95	Rec114
ENSMUSG00002075210	47.27	U1
ENSMUSG00000119272	45.79	Rnu6
ENSMUSG00000117042	47.01	2700054A10Rik
ENSMUSG00000115098	55.04	Gm49134
ENSMUSG00000115764	53.77	Gm18811
ENSMUSG00000115566	52.59	Gm49136
ENSMUSG00000091382	36.95	Vmn1r18
ENSMUSG00000117063	47.01	Gm49936
ENSMUSG00000002320	48.75	Tm9sf1
ENSMUSG00000066072	42.57	Cyp4a10
ENSMUSG00000115799	34.55	Vmn1r19
ENSMUSG00000090211	46.46	Gm16050
ENSMUSG00000060417	47.79	Gm8603
ENSMUSG00000115253	36.36	Vmn1r20
ENSMUSG00000079711	44.15	Smok4a
ENSMUSG00000110910	45.09	4921534A09Rik
ENSMUSG00000093398	39.86	Vmn1r-ps11
ENSMUSG00000119586	38.68	Gm26375
ENSMUSG00000077349	40.19	Gm24867
ENSMUSG00000093473	55.36	Gm20620
ENSMUSG00000093535	45.72	4930533I22Rik
ENSMUSG00000085705	47.59	Gm16046
ENSMUSG00000110761	40.59	Gm29761
ENSMUSG00000108112	40.66	Gm45193
ENSMUSG00000041872	42.79	Il17f
ENSMUSG00000032409	36.32	Atr
ENSMUSG00000038347	46.66	Tcte2
ENSMUSG00000064653	46.73	Gm26129
ENSMUSG00002074880	46.90	5S_rRNA
ENSMUSG00000113775	35.01	Gm48027
ENSMUSG00000030201	40.84	Lrp6
ENSMUSG00000086123	48.74	Gm16060
ENSMUSG00000113563	50.57	Gm2492
ENSMUSG00000074677	38.10	Sirpb1c
ENSMUSG00000021301	39.26	Hecw1
ENSMUSG00000030682	52.79	Cdipt
ENSMUSG00000025393	45.26	Atp5b
ENSMUSG00000082626	50.66	Rps13-ps5
ENSMUSG00000052331	42.69	Ankrd44
ENSMUSG00000025571	45.30	Tnrc6c
ENSMUSG00000095710	38.08	Gm8871
ENSMUSG00000091933	43.86	Gm8857
ENSMUSG00000024073	39.48	Birc6
ENSMUSG00000093097	52.24	Mir3097
ENSMUSG00000107040	56.66	Gm43791
ENSMUSG00000104834	48.08	Gm8861
ENSMUSG00000105978	35.55	Gm43492
ENSMUSG00000106477	53.50	Gm8874
ENSMUSG00000106506	35.50	4930558F17Rik
ENSMUSG00000081006	46.85	Cyp4b1-ps1
ENSMUSG00000091624	36.78	Vmn2r9
ENSMUSG00000028712	42.40	Cyp4a31
ENSMUSG00000111931	34.05	Gm47032
ENSMUSG00000064778	45.95	Snord59a
ENSMUSG00000092952	55.56	Mir3059
ENSMUSG00000089205	34.92	Gm24577
ENSMUSG00000104755	47.44	Mir677
ENSMUSG00000088839	29.69	Gm27510
ENSMUSG00000112342	42.07	Gm47031
ENSMUSG00000081806	49.12	Gm14901
ENSMUSG00002075374	45.83	
ENSMUSG00000081943	46.93	Gm9078
ENSMUSG00000111990	34.52	Gm47033
ENSMUSG00000093479	39.49	Gm20629
ENSMUSG00000036647	36.77	Olfr6
ENSMUSG00000103580	42.82	Gm10417
ENSMUSG00000112012	36.43	Gm47025
ENSMUSG00000013736	38.97	Trnt1
ENSMUSG00000037341	39.79	Slc9a7
ENSMUSG00000112073	49.09	Gm47101
ENSMUSG00000093510	39.99	Vmn2r-ps21
ENSMUSG00000033014	37.94	Trim33
ENSMUSG00000098139	42.86	Gm26988
ENSMUSG00000105808	68.75	Gm42627
ENSMUSG00000115222	49.51	Gm49747
ENSMUSG00000105193	38.77	Gm18971
ENSMUSG00000093725	41.66	Gm18595
ENSMUSG00000019890	35.73	Nts
ENSMUSG00000007591	50.13	Tssk4
ENSMUSG00000094025	44.09	Gm8879
ENSMUSG00000030555	46.66	Ttc23
ENSMUSG00000105705	38.24	
ENSMUSG00000067010	35.65	Vmn2r10
ENSMUSG00000083457	46.80	Cyp4b1-ps2
ENSMUSG00000044921	36.64	Rassf9
ENSMUSG00000063929	42.80	Cyp4a32
ENSMUSG00000104982	35.94	Gm32554
ENSMUSG00000093545	43.87	Gm5871
ENSMUSG00000091450	37.91	Vmn2r11
ENSMUSG00000112221	46.15	Gm47142
ENSMUSG00000112845	39.32	Gm47143
ENSMUSG00000028713	43.38	Cyp4b1
ENSMUSG00000090688	36.05	Vmn2r12
ENSMUSG00000112046	39.12	Gm5175
ENSMUSG00000036602	36.36	Alx1
ENSMUSG00000029651	45.51	Mtus2
ENSMUSG00000083033	54.33	Gm9083
ENSMUSG00000113981	36.04	Gm47011
ENSMUSG00000087415	46.80	Gm14529
ENSMUSG00000113654	48.20	Gm30893
ENSMUSG00000115600	45.07	Gm49299
ENSMUSG00000031297	47.19	Slc7a3
ENSMUSG00000113345	51.04	Gm48096
ENSMUSG00000002329	48.52	Mdp1
ENSMUSG00000113627	41.49	Gm32526
ENSMUSG00000015672	39.38	Mrpl32
ENSMUSG00000010803	35.78	Gabra1
ENSMUSG00000090638	49.65	Gm17028
ENSMUSG00000107728	49.10	Gm38910
ENSMUSG00000037826	40.24	Ppm1k
ENSMUSG00000019876	38.66	Pkib
ENSMUSG00000015671	40.11	Psma2
ENSMUSG00000010376	43.74	Nedd8
ENSMUSG00000110811	36.15	Gm48729
ENSMUSG00002076654	47.63	Metazoa_SRP
ENSMUSG00000032718	45.85	Mansc1
ENSMUSG00000070306	48.30	Ccdc153
ENSMUSG00000025816	40.98	Sec61a2
ENSMUSG00000108121	45.41	Gm43952
ENSMUSG00000002326	43.87	Gmpr2
ENSMUSG00000042992	43.93	Borcs5
ENSMUSG00000082043	49.82	Gm12848
ENSMUSG00000081172	43.59	Gm12849
ENSMUSG00000104925	36.50	Gm43061
ENSMUSG00000089029	47.06	Gm25009
ENSMUSG00000119891	45.79	Gm25869
ENSMUSG00000029026	51.87	Trp73
ENSMUSG00000065029	44.23	Gm25199
ENSMUSG00000088644	37.50	Gm26485
ENSMUSG00000095827	53.29	Gm5283
ENSMUSG00000088541	45.83	Gm24963
ENSMUSG00000103351	41.00	Gm6350
ENSMUSG00000104411	33.34	Gm30340
ENSMUSG00000102646	39.60	Gm19694
ENSMUSG00000108166	49.52	Gm44017
ENSMUSG00000104242	41.47	Gm38154
ENSMUSG00000021668	40.53	Polk
ENSMUSG00000029798	38.82	Herc6
ENSMUSG00000109115	48.10	Gm44669
ENSMUSG00000100252	38.81	Mir124-2hg
ENSMUSG00000045013	35.69	Olfr711
ENSMUSG00000026234	42.35	Ncl
ENSMUSG00000007589	47.85	Tinf2
ENSMUSG00000060090	37.94	Rp2
ENSMUSG00000109246	43.59	Olfr712-ps1
ENSMUSG00000093073	49.54	Mir124a-2
ENSMUSG00000087893	35.43	Gm23441
ENSMUSG00000105262	42.69	Gm19175
ENSMUSG00000062797	40.32	Hikeshi
ENSMUSG00000027564	48.36	Cypt12
ENSMUSG00000082896	43.27	Gm5844
ENSMUSG00000089085	45.51	Gm24004
ENSMUSG00000025128	51.67	Bhlhe22
ENSMUSG00000032338	52.72	Hcn4
ENSMUSG00000091635	39.35	Vmn2r13
ENSMUSG00002076581	38.81	
ENSMUSG00000039519	38.83	Cyp7b1
ENSMUSG00000029102	56.68	Hgfac
ENSMUSG00000027282	41.50	Mtch2
ENSMUSG00000107627	44.66	Gm19244
ENSMUSG00000104204	36.38	Gm37397
ENSMUSG00000019102	52.07	Aldh3a1
ENSMUSG00000043162	43.27	Pyurf
ENSMUSG00000097777	38.65	Gm16794
ENSMUSG00000097656	48.39	Gm26712
ENSMUSG00000119287	53.05	Gm23686
ENSMUSG00000104801	37.47	Gm43834
ENSMUSG00000032105	54.45	Pdzd3
ENSMUSG00000102886	38.23	Gm30667
ENSMUSG00000030203	41.74	Dusp16
ENSMUSG00000102699	38.96	4930433B08Rik
ENSMUSG00000030681	49.45	Mvp
ENSMUSG00000040217	39.32	Gm6369
ENSMUSG00000105280	42.71	Pgk1-ps3
ENSMUSG00000104091	42.29	Gm37317
ENSMUSG00000104918	42.69	Gm42944
ENSMUSG00000103264	44.64	Gm30341
ENSMUSG00000115154	47.58	Gm49067
ENSMUSG00000088402	38.10	Gm25887
ENSMUSG00000028059	50.63	Arhgef2
ENSMUSG00000022218	52.07	Tgm1
ENSMUSG00000063108	40.11	Zfp26
ENSMUSG00000084137	46.27	Gm9085
ENSMUSG00000082855	45.27	Gm14537
ENSMUSG00000046032	40.38	Snx12
ENSMUSG00000101674	41.04	4930444A19Rik
ENSMUSG00000020428	35.82	Gabra6
ENSMUSG00000108196	36.96	Gm36328
ENSMUSG00000102503	32.27	Gm37370
ENSMUSG00000064837	39.10	Snora75
ENSMUSG00002075552	48.57	
ENSMUSG00000062190	39.01	Lancl2
ENSMUSG00000104627	37.41	Mir3535
ENSMUSG00000102642	41.53	A130048G24Rik
ENSMUSG00002076827	33.75	SNORD20
ENSMUSG00000064823	41.43	Snord82
ENSMUSG00000073627	45.58	C130036L24Rik
ENSMUSG00000066554	54.23	Gm10167
ENSMUSG00000107033	44.67	Gm43553
ENSMUSG00000111626	40.10	Gm48738
ENSMUSG00000036403	43.55	Cep135
ENSMUSG00000026509	49.87	Capn2
ENSMUSG00000070417	37.31	Olfr2
ENSMUSG00000059475	42.52	Zfp426
ENSMUSG00000019892	35.84	Lrriq1
ENSMUSG00000073898	35.07	Olfr713
ENSMUSG00000032652	44.45	Crebl2
ENSMUSG00000092534	49.70	Pagr1b
ENSMUSG00000108862	45.91	Gm17991
ENSMUSG00000088114	44.17	Gm24061
ENSMUSG00000083781	45.35	Gm14842
ENSMUSG00000049674	36.78	Olfr714
ENSMUSG00000077303	44.03	Gm22472
ENSMUSG00000037315	37.99	Jade3
ENSMUSG00000109391	40.37	Gm45023
ENSMUSG00000108233	44.50	Gm44084
ENSMUSG00000040472	53.77	Rabggta
ENSMUSG00000005362	38.95	Crbn
ENSMUSG00000030680	56.38	Pagr1a
ENSMUSG00000085818	40.83	Gm13267
ENSMUSG00000026818	53.75	Cel
ENSMUSG00000073897	39.11	Olfr17
ENSMUSG00000062987	38.34	Olfr715b
ENSMUSG00000110209	39.85	Gm45868
ENSMUSG00000088622	36.84	Gm23316
ENSMUSG00000107068	55.73	Gm42742
ENSMUSG00000032109	51.73	Nlrx1
ENSMUSG00000091059	34.42	Vmn2r14
ENSMUSG00000087667	52.58	Gm13381
ENSMUSG00000042903	52.33	Foxo4
ENSMUSG00000004040	46.51	Stat3
ENSMUSG00000025815	44.95	Dhtkd1
ENSMUSG00000030554	48.25	Synm
ENSMUSG00000103529	51.38	A730089K16Rik
ENSMUSG00000093543	42.23	Gm8473
ENSMUSG00000095918	43.76	Gm5861
ENSMUSG00000081529	42.35	Gm14884
ENSMUSG00000081390	40.99	Gm14538
ENSMUSG00000104811	35.86	Gm33093
ENSMUSG00000090141	45.13	Gm614
ENSMUSG00000096846	44.67	Gm8890
ENSMUSG00000105564	48.32	Gm8891
ENSMUSG00000106148	36.30	Gm32877
ENSMUSG00000110510	45.79	Gm45908
ENSMUSG00000102234	52.31	Gm37885
ENSMUSG00000091375	34.78	Vmn2r15
ENSMUSG00000104415	48.91	Gm37069
ENSMUSG00000093552	47.10	Gm5777
ENSMUSG00000023070	38.85	Rgn
ENSMUSG00000026237	47.76	Nmur1
ENSMUSG00000077528	42.86	Gm25376
ENSMUSG00000112622	39.68	Gm47164
ENSMUSG00000019874	38.38	Fabp7
ENSMUSG00000092080	38.31	Vmn2r16
ENSMUSG00000036574	55.05	Tex44
ENSMUSG00000101328	43.97	Rpl30-ps6
ENSMUSG00000093663	35.09	Gm7171
ENSMUSG00000092463	47.15	Gm20489
ENSMUSG00000095829	44.20	Speer1
ENSMUSG00000043241	39.10	Upf2
ENSMUSG00000051590	43.55	Map3k19
ENSMUSG00000019872	39.10	Smpdl3a
ENSMUSG00000084830	41.38	Gm14539
ENSMUSG00000064398	36.99	Gm23628
ENSMUSG00000031059	45.90	Ndufb11
ENSMUSG00000044716	55.14	Dok7
ENSMUSG00000060503	38.01	Olfr715
ENSMUSG00000119629	45.79	Gm22418
ENSMUSG00000107981	45.15	Gm6064
ENSMUSG00000107714	39.18	Gm34933
ENSMUSG00000108871	63.36	Gm45102
ENSMUSG00000107697	50.00	Gm44399
ENSMUSG00002076390	49.59	
ENSMUSG00000031304	48.14	Il2rg
ENSMUSG00000097981	49.95	Gm7583
ENSMUSG00002075968	55.56	
ENSMUSG00000107674	40.22	Gm44277
ENSMUSG00000111685	50.57	Gm10686
ENSMUSG00000034648	40.62	Lrrn1
ENSMUSG00000060510	41.77	Zfp266
ENSMUSG00000045114	55.66	Prrt2
ENSMUSG00000107496	38.80	4933431M02Rik
ENSMUSG00000058537	57.73	AW822073
ENSMUSG00000037788	41.32	Vopp1
ENSMUSG00000087071	53.48	Trp73os
ENSMUSG00000057216	56.23	Gm10807
ENSMUSG00000088774	47.22	Gm26036
ENSMUSG00000019894	36.90	Slc6a15
ENSMUSG00000026816	51.22	Gtf3c5
ENSMUSG00000099746	45.72	Ppnr
ENSMUSG00000003644	52.31	Rps6ka1
ENSMUSG00000117833	46.85	Gm50135
ENSMUSG00000097697	47.04	4833412C05Rik
ENSMUSG00000111661	49.48	Gm46142
ENSMUSG00000117827	45.14	D730002M21Rik
ENSMUSG00000058192	42.15	Zfp846
ENSMUSG00000117695	45.49	Gm31912
ENSMUSG00000109464	45.88	Gm34350
ENSMUSG00000106351	50.27	Gm8896
ENSMUSG00000109193	45.46	Gm39027
ENSMUSG00000106034	36.18	1700108N06Rik
ENSMUSG00000031060	46.00	Rbm10
ENSMUSG00000117779	42.49	Gm19209
ENSMUSG00000073896	40.05	Olfr716
ENSMUSG00000041313	48.26	Slc7a1
ENSMUSG00000024843	43.88	Chka
ENSMUSG00000041859	46.82	Mcm3
ENSMUSG00000107475	48.78	Gm19177
ENSMUSG00000108009	48.94	Gm44279
ENSMUSG00000111547	47.84	Gm48069
ENSMUSG00000115343	33.63	Vmn1r21
ENSMUSG00000062470	40.75	Fbxl12os
ENSMUSG00000109152	45.27	Gm44666
ENSMUSG00000107431	34.91	Gm44114
ENSMUSG00000002332	49.30	Dhrs1
ENSMUSG00000032340	38.46	Neo1
ENSMUSG00000016626	39.56	Nlrp14
ENSMUSG00000034639	43.09	Setmar
ENSMUSG00000077717	44.96	Gm25726
ENSMUSG00000093530	40.84	Vmn1r-ps12
ENSMUSG00000115091	35.96	Vmn1r22
ENSMUSG00000075046	54.76	Duxf3
ENSMUSG00000112923	50.24	Gm8768
ENSMUSG00000075045	52.27	Gm4981
ENSMUSG00000093376	37.11	Vmn1r23
ENSMUSG00002076131	40.71	U6
ENSMUSG00000091109	36.60	Gm17622
ENSMUSG00000093541	50.17	Gm20660
ENSMUSG00000115507	36.07	Vmn1r24
ENSMUSG00000039182	43.92	AW209491
ENSMUSG00000112636	37.68	Gm47223
ENSMUSG00000112319	37.84	Gm47221
ENSMUSG00000019297	48.47	Nop9
ENSMUSG00000115668	36.07	Vmn1r25
ENSMUSG00000093601	53.32	Gm19459
ENSMUSG00000030678	62.86	Maz
ENSMUSG00000107678	41.04	Vmn1r-ps13
ENSMUSG00000112644	48.28	Gm47220
ENSMUSG00000048697	36.67	Vmn1r26
ENSMUSG00000112839	44.56	Gm47222
ENSMUSG00000098173	44.98	Gm26923
ENSMUSG00000113686	42.58	Gm19189
ENSMUSG00000112554	37.46	Gm47224
ENSMUSG00000114176	41.17	Gm48329
ENSMUSG00000106956	48.05	Gm19617
ENSMUSG00000071419	58.68	Rps15-ps2
ENSMUSG00000113240	50.00	Gm48338
ENSMUSG00000112570	40.89	Gm47225
ENSMUSG00000113389	48.69	Gm9512
ENSMUSG00000064630	36.70	Gm25143
ENSMUSG00000093382	38.82	Vmn1r-ps14
ENSMUSG00000089055	43.27	Gm22675
ENSMUSG00000113410	40.98	Gm20043
ENSMUSG00000112281	51.09	Gm47226
ENSMUSG00000091879	38.44	Vmn2r17
ENSMUSG00002075803	43.48	
ENSMUSG00000112403	32.48	Gm47227
ENSMUSG00000093666	35.63	Vmn1r-ps15
ENSMUSG00000045319	46.84	Proser2
ENSMUSG00000112382	44.87	Gm47228
ENSMUSG00000097806	42.18	Gm6556
ENSMUSG00000093560	50.00	Gm6695
ENSMUSG00000091779	41.17	Gm21293
ENSMUSG00000097684	43.24	Gm26645
ENSMUSG00000030101	43.04	Sumf1
ENSMUSG00000055254	45.18	Ntrk2
ENSMUSG00000097427	42.53	Gm6763
ENSMUSG00000086261	45.06	Gm3765
ENSMUSG00000105303	51.03	Gm18555
ENSMUSG00000093688	46.89	Gm8488
ENSMUSG00000073894	66.85	Rbmxl2
ENSMUSG00000106028	61.32	Gm8493
ENSMUSG00000096732	43.98	Gm8897
ENSMUSG00000097878	42.54	Gm8764
ENSMUSG00000041187	50.71	Prkd2
ENSMUSG00000099714	48.90	Gm20587
ENSMUSG00000104601	50.95	Gm29745
ENSMUSG00000102121	41.90	Gm28065
ENSMUSG00000105549	38.90	Gm43540
ENSMUSG00000105688	35.93	4930437M23Rik
ENSMUSG00000097550	42.53	Gm21304
ENSMUSG00000088858	40.91	Gm24723
ENSMUSG00000097934	48.08	6720483E21Rik
ENSMUSG00000022219	49.08	Cideb
ENSMUSG00000082332	51.34	Gm13384
ENSMUSG00000102887	44.03	Gm10857
ENSMUSG00000036377	45.25	Cracd
ENSMUSG00000026592	45.76	Tex35
ENSMUSG00000094144	42.54	Gm21312
ENSMUSG00000064329	38.76	Scn1a
ENSMUSG00000095022	42.54	Gm20765
ENSMUSG00000040432	55.32	Ltb4r2
ENSMUSG00000107530	43.81	Vmn1r-ps16
ENSMUSG00000046908	52.59	Ltb4r1
ENSMUSG00000117912	41.21	Gm50383
ENSMUSG00000090854	42.60	Gm4340
ENSMUSG00000032641	45.03	Gpr19
ENSMUSG00000022220	50.85	Adcy4
ENSMUSG00000001750	53.89	Tcirg1
ENSMUSG00000088343	32.26	Gm22339
ENSMUSG00000099264	40.74	Mir6411
ENSMUSG00000089182	36.94	Gm22945
ENSMUSG00000089019	37.14	Gm25522
ENSMUSG00000112044	39.56	Gm48184
ENSMUSG00000064432	49.40	Gm25587
ENSMUSG00000077407	41.86	Gm25422
ENSMUSG00000103775	37.20	Gm36997
ENSMUSG00000036019	39.63	Tmtc2
ENSMUSG00000083874	51.02	Gm7494
ENSMUSG00000001687	42.33	Ubl3
ENSMUSG00000111846	36.94	Gm47271
ENSMUSG00000066592	53.00	Gm7589
ENSMUSG00000110789	43.36	Gm33053
ENSMUSG00000066892	46.01	Fbxl12
ENSMUSG00000091845	58.21	Rpl36-ps12
ENSMUSG00000093743	39.49	Vmn1r-ps17
ENSMUSG00000057215	40.61	Platr28
ENSMUSG00000093708	53.67	Gm20718
ENSMUSG00000106899	42.95	1700013A02Rik
ENSMUSG00000107098	41.57	Gm29815
ENSMUSG00002075862	62.73	
ENSMUSG00000107477	43.59	Gm44366
ENSMUSG00000109078	43.05	Gm19033
ENSMUSG00000106733	49.12	Gm36186
ENSMUSG00000112193	38.43	Gm48206
ENSMUSG00000107521	41.31	Gm43994
ENSMUSG00000112176	30.66	Gm48205
ENSMUSG00000097842	48.81	9330104G04Rik
ENSMUSG00000086494	48.77	2210417A02Rik
